code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz002469,2016-10-18,8.670000,8.830000,8.640000,8.820000,0.017301,3804051.000000,33299458.260000,4087392844.500000,4438778328.180000,0.008209,68.316166,2016-06-30,2016-07-26,39.804498,4.825376,18.128490,3.730807,8.820000
sz002470,2016-10-18,7.620000,7.690000,7.580000,7.690000,0.009186,22340446.000000,170615216.370000,20832552897.099998,24144954463.040001,0.008247,32.050926,2016-06-30,2016-08-16,14.133120,0.861126,6.853832,2.774370,7.690000
sz002471,2016-10-18,6.730000,6.790000,6.700000,6.780000,0.007429,12732524.000000,85888770.310000,8528229637.620000,8597040000.000000,0.010122,46.557781,2016-06-30,2016-07-30,745.218729,1.664358,11.854639,4.895307,6.780000
sz002472,2016-10-18,13.210000,13.360000,13.120000,13.330000,0.007559,6495490.000000,86203715.900000,5612424076.450000,9020997520.000000,0.015427,66.377862,2016-06-30,2016-08-16,61.298630,6.518376,30.481879,3.100685,13.330000
sz002473,2016-10-18,27.000000,27.200000,26.710000,27.110000,0.004074,1259542.000000,34021482.360000,4269825000.000000,4337600000.000000,0.007997,56.303363,2016-06-30,2016-08-26,6723.710317,41.220090,-136.494542,11.347369,27.110000
sz002474,2016-10-18,16.540000,16.960000,16.510000,16.940000,0.026045,20550035.000000,344790813.360000,7464571428.160000,10540068000.000000,0.046636,105.605101,2016-06-30,2016-08-19,855.555556,16.901920,156.324979,7.609037,16.940000
sz002475,2016-10-18,21.680000,22.070000,21.450000,21.900000,0.012483,8503181.000000,185360610.100000,40947122302.800003,41302566486.000000,0.004548,222.072540,2016-06-30,2016-08-10,28.643064,2.715988,36.727219,7.079589,21.900000
sz002476,2016-10-18,10.200000,10.410000,10.140000,10.410000,0.014620,17376011.000000,179235128.600000,6261730571.820000,6370920000.000000,0.028887,54.237537,2016-06-30,2016-08-19,312.913310,8.795186,36.650284,6.259771,10.410000
sz002477,2016-10-18,5.250000,5.460000,5.250000,5.400000,0.036468,54763258.000000,295181880.810000,10267637544.000000,16929862002.000000,0.028801,108.374276,2016-06-30,2016-08-12,15.390008,1.328028,104.578201,3.586610,5.400000
sz002480,2016-10-18,12.520000,12.720000,12.300000,12.660000,0.011182,7248217.000000,90695518.660000,7929664352.040000,8170362298.200000,0.011572,51.753246,2016-06-30,2016-07-26,-46.199658,7.752531,49.697731,3.600171,12.660000
sz002481,2016-10-18,7.770000,7.890000,7.720000,7.820000,0.006435,21846281.000000,170592038.480000,9563834006.320000,9879709800.000000,0.017863,142.747304,2016-06-30,2016-08-25,-717.562856,7.948415,21.430353,3.750779,7.820000
sz002482,2016-10-18,9.980000,10.140000,9.770000,9.990000,0.006042,12248229.000000,121595109.810000,13082804759.340000,15496684373.430000,0.009353,82.799136,2016-06-30,2016-08-26,41.076627,0.834562,21.389206,2.635536,9.990000
sz002483,2016-10-18,13.260000,13.520000,13.140000,13.500000,0.015038,6054202.000000,80864976.490000,4849726378.500000,5673777975.000000,0.016853,25.322956,2016-06-30,2016-08-11,-14.217246,3.139639,103.248109,2.358491,13.500000
sz002484,2016-10-18,13.850000,14.200000,13.850000,14.180000,0.016487,2867806.000000,40466724.950000,6947193829.740000,8891464734.459999,0.005854,49.258449,2016-06-30,2016-08-25,47.295675,4.324343,38.394056,4.428482,14.180000
sz002485,2016-10-18,18.480000,18.570000,18.330000,18.520000,0.001622,1536444.000000,28431672.640000,5926222208.000000,5926400000.000000,0.004802,32.174081,2016-06-30,2016-08-20,132.806506,6.386352,29.771043,2.969376,18.520000
sz002487,2016-10-18,8.800000,8.910000,8.760000,8.910000,0.012500,3142155.000000,27831301.610000,4811400000.000000,4811400000.000000,0.005819,40.657915,2016-06-30,2016-08-26,43.934695,6.041014,144.929894,2.861823,8.910000
sz002488,2016-10-18,17.070000,17.430000,17.060000,17.320000,0.014646,6863076.000000,118432850.230000,6667909422.360000,8806932349.440001,0.017827,70.224954,2016-06-30,2016-08-22,-223.576186,5.779685,-58.298440,5.715794,17.320000
sz002489,2016-10-18,6.970000,7.050000,6.960000,7.050000,0.011478,9826813.000000,68799694.200000,13193594683.500000,15338942346.150000,0.005251,76.565575,2016-06-30,2016-08-23,-18.025942,2.034888,-7.884019,4.478750,7.050000
sz002490,2016-10-18,11.300000,12.350000,11.120000,12.100000,0.063269,49026701.000000,578017079.940000,3629174162.900000,9653965640.000000,0.163460,24.730282,2016-06-30,2016-08-22,-36.593812,5.981695,-44.812325,3.958776,12.100000
sz002493,2016-10-18,14.010000,14.260000,14.000000,14.110000,0.007857,6532995.000000,92256368.740000,28758275335.000000,35895840000.000000,0.003205,60.196713,2016-06-30,2016-08-10,51.403486,0.947619,-9.671080,3.130963,14.110000
sz002494,2016-10-18,16.420000,17.000000,16.380000,16.980000,0.024744,7994864.000000,134342471.610000,4326056186.460000,5917156440.000000,0.031380,45.743610,2016-06-30,2016-08-20,353.978611,10.437560,267.532181,4.208909,16.980000
sz002495,2016-10-18,7.950000,8.500000,7.900000,8.270000,0.033750,75800346.000000,620983824.760000,5508739863.830000,7737623712.000000,0.113795,79.956829,2016-06-30,2016-08-25,235.982308,23.170366,85.324333,6.994925,8.270000
sz002496,2016-10-18,5.200000,5.240000,5.170000,5.230000,0.009653,11486473.000000,59787557.000000,4700919345.730000,7884095730.090000,0.012779,73.253740,2016-06-30,2016-08-18,23.505512,0.633562,-5.605153,2.335864,5.230000
sz002497,2016-10-18,6.960000,7.100000,6.960000,7.100000,0.015737,13752581.000000,97260616.440000,5518049617.700000,6816000000.000000,0.017695,46.390397,2016-06-30,2016-08-27,54.302103,5.073882,38.342109,3.032244,7.100000
sz002498,2016-10-18,4.360000,4.420000,4.350000,4.410000,0.011468,11906714.000000,52353715.120000,14205404430.629999,14671170360.000000,0.003696,33.356677,2016-06-30,2016-08-26,-895.795247,7.750153,-388.888889,3.482587,4.410000
sz002499,2016-10-18,28.000000,29.100000,27.730000,28.700000,0.018092,13033300.000000,372931672.380000,3950571588.600000,5424300000.000000,0.094684,73.734252,2016-09-30,2016-10-11,292.722729,14.992378,61.588908,7.736683,28.700000
sz002500,2016-10-18,13.500000,13.930000,13.500000,13.850000,0.023651,30242625.000000,416557813.440000,34465304749.449997,39177843369.050003,0.012153,14.668438,2016-06-30,2016-08-23,87.906369,12.088437,-6.077784,3.276866,13.850000
sz002501,2016-10-18,11.480000,11.920000,11.460000,11.890000,0.035714,23704539.000000,277389694.320000,7963844429.640000,11309948656.660000,0.035391,89.264725,2016-06-30,2016-08-29,22.190329,4.845469,8.539262,2.638177,11.890000
sz002502,2016-10-18,13.180000,13.460000,13.150000,13.400000,0.015152,6469984.000000,86157296.140000,5448716911.000000,11521706911.600000,0.015912,88.152891,2016-06-30,2016-08-20,64.350219,16.513760,31.963018,3.616783,13.400000
sz002503,2016-10-18,13.950000,14.150000,13.740000,14.100000,0.016583,7263270.000000,101505997.690000,11468668899.299999,19004544000.000000,0.008930,255.054791,2016-06-30,2016-08-09,64.600075,7.372437,-236.577181,7.692308,14.100000
sz002504,2016-10-18,8.960000,9.110000,8.920000,9.100000,0.020179,8606110.000000,77916251.590000,3534973605.800000,9334784759.299999,0.022155,30.899497,2016-06-30,2016-08-31,2.463929,0.208671,-12.157015,0.711705,9.100000
sz002505,2016-10-18,3.480000,3.520000,3.460000,3.520000,0.008596,25542521.000000,88964411.480000,5442229584.000000,19308510144.000000,0.016521,53.493626,2016-06-30,2016-08-27,-2889.983580,5.341329,-97.973725,3.341561,3.520000
sz002506,2016-10-18,5.960000,6.040000,5.960000,6.030000,0.013445,19606497.000000,117664324.880000,13315694146.559999,30429792000.000000,0.008879,30.738216,2016-06-30,2016-08-25,66.749319,2.522272,-20.212923,8.067969,6.030000
sz002507,2016-10-18,13.700000,14.090000,13.700000,14.050000,0.024052,3503168.000000,48993395.490000,4178892624.000000,7393646148.000000,0.011778,50.217460,2016-06-30,2016-07-30,56.844158,5.514170,20.395750,5.188331,14.050000
sz002508,2016-10-18,38.200000,39.000000,38.100000,39.000000,0.023622,4530179.000000,175637981.410000,27682492500.000000,28472213250.000000,0.006382,187.340938,2016-06-30,2016-07-27,23.536228,4.173036,16.297078,8.556948,39.000000
sz002511,2016-10-18,20.110000,20.500000,20.000000,20.300000,0.010956,3363873.000000,68314356.050000,9816854304.600000,10262137200.000000,0.006956,63.120673,2016-06-30,2016-08-10,68.484370,3.326460,28.937990,4.042939,20.300000
sz002512,2016-10-18,17.350000,17.600000,17.300000,17.550000,0.009201,4881209.000000,85119659.120000,7356040941.600000,19224026616.599998,0.011646,121.127247,2016-06-30,2016-08-26,165.483296,13.823023,53.811907,7.224303,17.550000
sz002513,2016-10-18,15.950000,16.290000,15.890000,16.150000,0.014447,3190537.000000,51418311.510000,3440376343.850000,5492393389.700000,0.014977,48.027762,2016-06-30,2016-08-23,558.920228,3.226558,18.827079,2.223783,16.150000
sz002514,2016-10-18,10.630000,10.800000,10.560000,10.740000,0.014164,7438846.000000,79908452.460000,3824601595.440000,5950327995.360000,0.020889,71.591918,2016-06-30,2016-08-19,137.091215,5.293577,-88.866824,5.868852,10.740000
sz002515,2016-10-18,18.900000,19.760000,18.690000,19.410000,0.015699,38856361.000000,748780238.370000,7020992750.490000,11868162978.000000,0.107421,132.148002,2016-06-30,2016-08-25,662.434729,79.621950,82.268770,8.793549,19.410000
sz002516,2016-10-18,6.920000,7.030000,6.900000,7.000000,0.013025,12774714.000000,89063213.810000,3811569608.000000,9270450000.000000,0.023461,46.865425,2016-06-30,2016-08-26,24.668821,2.491447,25.162387,4.055150,7.000000
sz002517,2016-10-18,40.190000,40.470000,40.000000,40.390000,0.006479,2115822.000000,85060974.910000,6515686527.000000,27335951838.439999,0.013116,82.753073,2016-09-30,2016-10-11,1.467595,0.681652,1.594558,0.518534,40.390000
sz002518,2016-10-18,21.120000,21.620000,21.020000,21.570000,0.021307,4291294.000000,92016841.400000,9124604017.709999,9605582166.600000,0.010144,86.049860,2016-06-30,2016-08-19,27.926198,4.021544,37.966328,5.393174,21.570000
sz002519,2016-10-18,25.270000,25.950000,25.120000,25.910000,0.026952,4500814.000000,115337433.480000,11497032122.299999,17424158923.910000,0.010143,173.794040,2016-06-30,2016-08-19,52.534788,9.668282,107.023660,7.324796,25.910000
sz002520,2016-10-18,14.010000,14.200000,13.920000,14.170000,0.009259,1846483.000000,26074628.480000,6644218146.020000,7851440690.730000,0.003938,121.996445,2016-06-30,2016-08-25,173.952541,6.817275,92.215382,4.712651,14.170000
sz002521,2016-10-18,10.380000,10.730000,10.350000,10.720000,0.032755,11495147.000000,120852247.180000,4609771477.120000,5303031979.680000,0.026732,33.366260,2016-06-30,2016-08-19,24.603690,2.251233,15.043883,1.588619,10.720000
sz002522,2016-10-18,18.850000,19.080000,18.650000,18.840000,0.001595,6886809.000000,129613346.050000,11618577132.000000,16641036648.000000,0.011167,153.589868,2016-06-30,2016-08-23,178.903787,34.399147,99.455213,11.938407,18.840000
sz002523,2016-10-18,6.680000,6.760000,6.650000,6.760000,0.018072,6877073.000000,46180381.280000,4365216217.440000,5700292746.720000,0.010650,28.797064,2016-06-30,2016-07-30,41.394429,4.145279,-556.195491,3.220888,6.760000
sz002524,2016-10-18,9.010000,9.300000,9.000000,9.290000,0.032222,15887257.000000,145655292.130000,4640596902.310000,4675961712.000000,0.031805,42.601684,2016-06-30,2016-08-19,-464.895161,8.422347,37.388669,6.615867,9.290000
sz002527,2016-10-18,15.030000,15.230000,15.030000,15.230000,0.009278,4324725.000000,65486154.870000,5594180340.600000,9445207589.219999,0.011774,40.824903,2016-06-30,2016-08-02,46.862115,6.348023,108.850247,3.581086,15.230000
sz002528,2016-10-18,8.080000,8.180000,8.060000,8.170000,0.011139,4251447.000000,34560825.780000,5659323762.790000,8519257532.600000,0.006138,52.655977,2016-06-30,2016-08-31,115.733855,3.206751,-537.853851,3.169246,8.170000
sz002529,2016-10-18,19.620000,19.960000,19.610000,19.960000,0.016293,2304140.000000,45605490.130000,3992000000.000000,5189600000.000000,0.011521,25.954910,2016-06-30,2016-08-24,685.839948,17.345722,-154.557351,3.318923,19.960000
sz002530,2016-10-18,35.800000,37.370000,35.080000,36.790000,0.040147,6850869.000000,249283688.590000,9859720000.000000,9859720000.000000,0.025563,76.834377,2016-06-30,2016-08-23,374.929936,22.675975,134.913126,14.169619,36.790000
sz002531,2016-10-18,6.720000,6.890000,6.690000,6.890000,0.025298,11357970.000000,77677247.840000,10151446541.600000,10206846000.000000,0.007709,52.510930,2016-06-30,2016-08-22,18.768268,2.632584,10.406755,4.201220,6.890000
sz002532,2016-10-18,15.000000,15.240000,14.900000,15.150000,0.013378,2309841.000000,34890415.890000,3491029089.450000,4871726415.000000,0.010024,62.126721,2016-06-30,2016-08-30,40.593115,4.245611,25.957382,3.922229,15.150000
sz002533,2016-10-18,11.110000,11.760000,11.070000,11.690000,0.050314,22781932.000000,262206428.330000,5925668540.050000,6466137395.200000,0.044944,48.391741,2016-06-30,2016-07-26,38.801888,2.059004,31.636320,3.126254,11.690000
sz002534,2016-10-18,12.010000,12.330000,11.870000,12.280000,0.025898,5430828.000000,65758697.790000,7281297047.720000,7577159100.000000,0.009159,19.856312,2016-06-30,2016-08-16,48.893720,1.877448,7.748607,3.044427,12.280000
sz002535,2016-10-18,7.050000,7.170000,7.030000,7.140000,0.012766,9586069.000000,68097304.300000,3709805391.180000,5724017148.360000,0.018450,25.191257,2016-06-30,2016-08-23,-16.879193,3.571588,-10.489588,1.943280,7.140000
sz002536,2016-10-18,14.160000,14.370000,14.140000,14.350000,0.011989,4625778.000000,66041474.750000,4362898461.600000,4790143020.600000,0.015215,45.399507,2016-06-30,2016-07-29,37.758289,0.833861,30.964295,2.682995,14.350000
sz002537,2016-10-18,26.680000,26.850000,26.500000,26.560000,-0.004498,3767279.000000,100424889.330000,7968000000.000000,13165130443.520000,0.012558,81.991584,2016-06-30,2016-08-18,167.679943,3.874267,24.834987,5.220639,26.560000
sz002539,2016-10-18,13.280000,13.330000,13.120000,13.270000,0.009125,5982736.000000,79104231.020000,5398072288.010000,13404027000.000000,0.014707,72.612141,2016-06-30,2016-07-16,374.446232,4.599778,17.121829,4.457957,13.270000
sz002540,2016-10-18,8.140000,8.450000,8.110000,8.440000,0.038130,15878144.000000,132358475.430000,5946357166.720000,8777600000.000000,0.022537,58.515669,2016-06-30,2016-08-25,35.737272,6.202070,80.183167,3.137663,8.440000
sz002541,2016-10-18,19.940000,20.280000,19.710000,20.160000,0.018182,3172620.000000,63521906.280000,3341079000.000000,7038781384.320000,0.019144,41.535221,2016-06-30,2016-08-26,30.440849,1.692296,-37.008821,2.081870,20.160000
sz002542,2016-10-18,8.000000,8.090000,7.970000,8.090000,0.013784,3751070.000000,30176388.200000,5033959598.730000,14137275000.000000,0.006028,148.825666,2016-06-30,2016-08-09,48.326205,4.881331,-158.907877,5.335708,8.090000
sz002543,2016-10-18,17.580000,17.760000,17.430000,17.740000,0.015455,2315799.000000,40797738.780000,5969707783.260000,7805600000.000000,0.006882,44.145861,2016-06-30,2016-08-23,23.010179,1.912965,10.573366,2.726773,17.740000
sz002544,2016-10-18,30.590000,30.750000,30.240000,30.630000,0.008561,2181994.000000,66617401.870000,15654683606.370001,15797728800.000000,0.004269,190.946463,2016-06-30,2016-08-24,146.520672,6.887210,-105.524626,12.809468,30.630000
sz002545,2016-10-18,11.200000,11.300000,10.990000,11.270000,0.016231,13087598.000000,145601003.050000,3854340000.000000,8799052500.000000,0.038268,56.074111,2016-06-30,2016-08-02,639.251276,10.827793,16.428619,3.405966,11.270000
sz002546,2016-10-18,9.970000,10.110000,9.960000,10.100000,0.014056,3162496.000000,31762887.220000,6635304585.000000,8423895869.600000,0.004814,93.517155,2016-06-30,2016-08-20,23.414535,3.275632,17.830190,3.124903,10.100000
sz002547,2016-10-18,10.860000,10.860000,10.680000,10.860000,0.007421,17283715.000000,186302885.540000,7432957833.780000,10990082969.639999,0.025253,66.173055,2016-09-30,2016-10-11,-220.659948,5.189510,21.577845,5.530376,10.860000
sz002548,2016-10-18,15.020000,15.270000,14.980000,15.270000,0.012599,4236613.000000,64128941.210000,4723918618.260000,5815469113.170000,0.013695,55.602646,2016-06-30,2016-08-18,40.759238,2.335890,21.362350,3.710093,15.270000
sz002549,2016-10-18,10.790000,11.010000,10.780000,10.960000,0.014815,7439402.000000,80960688.020000,6213674006.640000,6214320000.000000,0.013122,78.975824,2016-06-30,2016-08-18,-695.917201,39.878763,61.948203,7.176532,10.960000
sz002550,2016-10-18,8.450000,8.540000,8.420000,8.540000,0.011848,7089070.000000,60238014.030000,6947792647.320000,10931200000.000000,0.008714,73.132393,2016-06-30,2016-08-18,26.607428,5.833270,28.490884,4.709645,8.540000
sz002551,2016-10-18,24.660000,24.860000,24.330000,24.850000,0.008114,5824189.000000,143449585.360000,6676502952.350000,11035064403.299999,0.021678,134.136452,2016-06-30,2016-07-26,80.117097,7.164371,96.240240,6.328953,24.850000
sz002552,2016-10-18,15.150000,15.370000,15.010000,15.310000,0.007900,3738257.000000,56784416.660000,3064280332.640000,4593000000.000000,0.018677,48.032267,2016-06-30,2016-08-31,-172.900574,14.176333,71.457242,5.889821,15.310000
sz002553,2016-10-18,13.500000,13.640000,13.460000,13.600000,0.007407,1957589.000000,26513296.340000,3001899453.600000,4732800000.000000,0.008869,56.959688,2016-06-30,2016-07-28,72.034280,21.115455,63.850365,7.165060,13.600000
sz002554,2016-10-18,7.010000,7.120000,6.980000,7.120000,0.014245,18933708.000000,133560052.020000,4042335891.600000,7627300000.000000,0.033349,50.107765,2016-06-30,2016-08-20,30.054749,3.096414,48.443613,3.708526,7.120000
sz002556,2016-10-18,8.710000,8.960000,8.710000,8.940000,0.022883,9679330.000000,85713489.140000,6238182129.840000,6415344000.000000,0.013872,45.696439,2016-06-30,2016-08-26,26.701233,0.456095,-570.480505,1.913445,8.940000
sz002557,2016-10-18,17.830000,18.500000,17.820000,18.440000,0.032475,4735537.000000,86127630.900000,9349080000.000000,9349080000.000000,0.009340,54.665922,2016-06-30,2016-07-30,23.801503,2.823325,20.970130,3.370314,18.440000
sz002559,2016-10-18,14.380000,14.580000,14.280000,14.530000,0.012544,2627448.000000,37951884.540000,4481163038.260000,5413931702.880000,0.008519,62.775880,2016-06-30,2016-08-24,83.424720,5.955409,23.210751,3.715162,14.530000
sz002561,2016-10-18,13.400000,13.620000,13.390000,13.610000,0.017190,3051471.000000,41284634.470000,5394334660.200000,5658534430.000000,0.007699,16.233827,2016-06-30,2016-08-26,23.299409,2.858848,19.187391,2.919849,13.610000
sz002562,2016-10-18,15.300000,15.400000,15.010000,15.260000,0.009927,7812337.000000,118629420.920000,3313966878.740000,8248699669.840000,0.035974,61.461118,2016-09-30,2016-10-11,58.683957,4.398801,20.947899,4.927508,15.260000
sz002563,2016-10-18,10.510000,10.600000,10.430000,10.600000,0.007605,6367786.000000,66939355.030000,19436881722.200001,28562128240.000000,0.003473,49.121831,2016-06-30,2016-08-29,28.225796,3.021025,143.594468,3.153448,10.600000
sz002565,2016-10-18,8.280000,8.450000,8.250000,8.430000,0.015663,11042709.000000,92514724.610000,5770790422.320000,5873012400.000000,0.016131,44.799293,2016-06-30,2016-08-26,43.098160,3.164741,53.136503,3.242807,8.430000
sz002566,2016-10-18,12.990000,13.140000,12.960000,13.140000,0.012327,2924536.000000,38207634.470000,2621769090.840000,4348704024.000000,0.014657,39.971974,2016-06-30,2016-08-24,-225.084792,5.305899,169.362635,2.482290,13.140000
sz002567,2016-10-18,12.490000,12.890000,12.360000,12.810000,0.035570,8508946.000000,108481217.260000,5379892547.190000,6317834162.850000,0.020261,41.138355,2016-06-30,2016-08-24,51.803204,0.549909,15.451830,2.640802,12.810000
sz002568,2016-10-18,22.670000,22.840000,22.420000,22.760000,0.003527,3521760.000000,79878634.770000,8590652251.280001,20392960000.000000,0.009331,97.547481,2016-09-30,2016-10-13,-66.795993,8.673433,-43.504772,22.865180,22.760000
sz002569,2016-10-18,48.800000,48.800000,47.540000,48.540000,-0.011808,2817601.000000,135272494.580000,6674039482.020000,6796085400.000000,0.020492,75.665007,2016-06-30,2016-08-13,-1174.449552,16.889194,243.271688,13.715739,48.540000
sz002570,2016-10-18,11.590000,11.720000,11.570000,11.710000,0.008613,6107184.000000,71125981.670000,11951041614.340000,11973709200.000000,0.005984,30.218129,2016-06-30,2016-08-31,-1571.601127,2.640978,-1070.873342,3.471996,11.710000
sz002572,2016-10-18,58.920000,59.390000,58.170000,59.120000,0.002204,1824591.000000,107656982.340000,17088946380.000000,27296481664.480000,0.006312,507.176010,2016-06-30,2016-08-09,49.767033,7.670026,30.584172,11.280721,59.120000
sz002573,2016-10-18,17.230000,17.450000,17.170000,17.450000,0.014535,7423681.000000,128625642.500000,18189204580.299999,18594720000.000000,0.007122,129.864224,2016-06-30,2016-08-22,32.699090,8.189124,187.438908,5.957055,17.450000
sz002575,2016-10-18,11.440000,11.630000,11.410000,11.630000,0.016608,4347190.000000,50200252.930000,6846813600.000000,6846813600.000000,0.007384,52.157280,2016-06-30,2016-08-22,414.114798,21.437551,51.075977,7.556855,11.630000
sz002577,2016-10-18,40.010000,40.700000,39.610000,40.680000,0.016746,3587051.000000,144227789.700000,11440323065.520000,11526791904.000000,0.012755,95.532330,2016-06-30,2016-07-30,-48.043196,24.765103,-240.727152,9.830361,40.680000
sz002579,2016-10-18,13.380000,13.730000,13.380000,13.710000,0.021610,4051864.000000,55076519.350000,4804806600.000000,4804806600.000000,0.011562,50.536751,2016-06-30,2016-08-20,43.493709,8.304305,182.792688,6.570497,13.710000
sz002580,2016-10-18,18.020000,18.430000,18.020000,18.330000,0.013827,6566354.000000,119991206.210000,3102852744.030000,4051111778.610000,0.038791,47.191485,2016-06-30,2016-08-26,99.516263,3.548701,-65.787821,3.542919,18.330000
sz002581,2016-10-18,25.590000,25.950000,25.410000,25.910000,0.016477,2369133.000000,60804783.070000,6449608118.190000,17093749033.260000,0.009518,74.676792,2016-06-30,2016-08-12,18.577046,6.917457,31.598216,2.692927,25.910000
sz002582,2016-10-18,39.960000,40.200000,39.030000,39.740000,-0.005506,1699838.000000,67548875.550000,3895238737.640000,10246644259.200001,0.017342,81.467807,2016-06-30,2016-08-18,-244.026748,5.269864,132.772486,4.199248,39.740000
sz002583,2016-10-18,12.400000,12.550000,12.290000,12.460000,0.000803,12740980.000000,158222407.460000,10477201324.799999,21536041642.220001,0.015152,69.466485,2016-06-30,2016-08-26,66.323516,7.733318,-195.157097,8.429171,12.460000
sz002585,2016-10-18,10.600000,10.840000,10.600000,10.800000,0.016949,8427798.000000,90478354.710000,5816798287.200000,7747138533.600000,0.015648,29.493233,2016-06-30,2016-08-24,57.592321,3.254366,73.659298,1.463236,10.800000
sz002586,2016-10-18,10.470000,10.640000,10.470000,10.590000,0.011461,9187512.000000,97111149.620000,7340001626.220000,7710860694.000000,0.013256,62.231173,2016-06-30,2016-08-25,124.899750,4.065052,-380.990071,4.907094,10.590000
sz002587,2016-10-18,14.850000,15.140000,14.660000,15.100000,0.006667,23604605.000000,351630914.210000,3625400570.300000,5714307299.700000,0.098315,70.116769,2016-06-30,2016-08-09,119.930742,23.558964,-161.367887,9.092004,15.100000
sz002588,2016-10-18,11.700000,11.780000,11.620000,11.770000,0.005983,16721283.000000,195513213.760000,8372455769.260000,13713076344.000000,0.023507,108.263145,2016-06-30,2016-08-02,14.265906,1.325790,13.394452,3.523003,11.770000
sz002589,2016-10-18,34.030000,34.600000,33.660000,34.470000,0.012632,2313746.000000,78671591.740000,10348603185.780001,22551030409.680000,0.007707,139.428030,2016-06-30,2016-08-30,77.517985,1.960533,-16.039623,5.571900,34.470000
sz002590,2016-10-18,24.550000,24.870000,24.400000,24.850000,0.020115,5794123.000000,143368151.040000,8987099166.500000,11919226111.100000,0.016021,112.027301,2016-06-30,2016-08-19,112.338217,6.064937,70.116927,7.124018,24.850000
sz002592,2016-10-18,33.700000,34.200000,33.420000,33.930000,-0.003524,1966638.000000,66631155.210000,4246671471.120000,9613426157.010000,0.015713,85.068588,2016-06-30,2016-08-26,95.089961,13.852378,110.795455,4.786491,33.930000
sz002593,2016-10-18,7.960000,8.040000,7.880000,8.040000,0.010050,8359503.000000,66576536.290000,3666915842.400000,5622372000.000000,0.018329,25.200229,2016-06-30,2016-08-23,98.137343,1.460500,27.606951,3.213429,8.040000
sz002594,2016-10-18,56.790000,57.480000,56.600000,57.350000,0.010039,4836359.000000,276291389.840000,48196267800.650002,156458992734.250000,0.005755,57.406403,2016-06-30,2016-08-29,30.759725,1.774784,-233.414733,4.575664,57.350000
sz002595,2016-10-18,21.200000,21.970000,21.060000,21.450000,0.010839,1842481.000000,39544117.410000,10034421389.850000,17160000000.000000,0.003939,93.627730,2016-06-30,2016-08-26,24.671563,7.432069,24.211818,5.408745,21.450000
sz002596,2016-10-18,32.380000,32.770000,31.580000,32.700000,0.009883,1275671.000000,41160353.480000,6125054592.600000,10639350022.200001,0.006810,53.842117,2016-06-30,2016-08-24,112.164151,5.976394,-112.992789,5.184469,32.700000
sz002597,2016-10-18,14.900000,15.420000,14.860000,15.420000,0.033512,12618975.000000,192803412.490000,8540646163.680000,8706107112.120001,0.022783,69.175324,2016-06-30,2016-08-18,26.200784,2.633153,12.788519,4.064741,15.420000
sz002598,2016-10-18,12.070000,12.300000,12.070000,12.300000,0.016529,3225475.000000,39387700.770000,3330255897.600000,3837600000.000000,0.011913,27.249693,2016-06-30,2016-08-18,72.565515,8.601880,131.642318,5.342484,12.300000
sz002599,2016-10-18,34.620000,35.190000,34.310000,34.780000,0.000000,2256741.000000,78539860.810000,3169653562.500000,4695300000.000000,0.024763,35.640085,2016-06-30,2016-08-19,223.864265,6.695543,98.827875,7.091880,34.780000
sz002600,2016-10-18,10.410000,10.560000,10.280000,10.500000,0.008646,32001549.000000,333665693.200000,5383843899.000000,12360724813.500000,0.062412,21.685106,2016-06-30,2016-08-29,117.013808,1.897589,196.408530,2.409362,10.500000
sz002601,2016-10-18,14.160000,14.280000,14.160000,14.280000,0.008475,8577259.000000,121957535.030000,8509898978.280000,29019312472.919998,0.014393,103.318942,2016-06-30,2016-08-23,34.235820,1.098379,-6.726895,4.270463,14.280000
sz002602,2016-10-18,23.350000,24.090000,23.260000,24.040000,0.029991,7878901.000000,186634501.890000,14129359245.160000,24691292641.599998,0.013405,75.297526,2016-06-30,2016-08-25,46.041166,8.191194,39.562934,5.819837,24.040000
sz002603,2016-10-18,16.510000,16.900000,16.510000,16.840000,0.019988,5667205.000000,95098316.090000,15109905063.639999,18993155664.000000,0.006316,44.623014,2016-06-30,2016-08-23,36.624460,5.962662,44.622274,3.785035,16.840000
sz002604,2016-10-18,11.510000,11.810000,11.480000,11.740000,0.019983,15349122.000000,179083335.480000,5065012466.580000,7038850859.480000,0.035577,32.095291,2016-06-30,2016-08-19,107.983812,7.622342,23.349151,2.590239,11.740000
sz002605,2016-10-18,18.100000,18.370000,17.980000,18.350000,0.013812,3955388.000000,71917820.170000,4928688963.400000,6862900000.000000,0.014726,78.426404,2016-06-30,2016-08-31,84.625389,8.305576,32.578957,6.265793,18.350000
sz002606,2016-10-18,32.860000,35.890000,32.700000,35.700000,0.081490,22233803.000000,760787714.060000,5067816633.600000,7282800000.000000,0.156625,74.035738,2016-06-30,2016-08-19,77.020660,11.961205,59.448379,9.223853,35.700000
sz002607,2016-10-18,11.010000,11.350000,11.000000,11.310000,0.018919,5608209.000000,63288156.660000,3037890655.800000,5154444282.000000,0.020879,36.744425,2016-06-30,2016-08-23,105.769141,0.773230,-54.421310,2.819254,11.310000
